Protein	Protein ID	Entry Name	Gene	contaminants	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1082192_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A1 Spectral Count	1082210_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A2 Spectral Count	1082225_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B1 Spectral Count	1082241_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B2 Spectral Count	1082252_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C1 Spectral Count	1082271_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C2 Spectral Count	1082323_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A3 Spectral Count	1082365_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A4 Spectral Count	1082452_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B3 Spectral Count	1082468_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B4 Spectral Count	1082485_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C3 Spectral Count	1082540_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C4 Spectral Count	1082893_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A5 Spectral Count	1082941_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A6 Spectral Count	1082967_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B5 Spectral Count	1083019_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B6 Spectral Count	1083071_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C5 Spectral Count	1083081_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C6 Spectral Count	1083098_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A7 Spectral Count	1083104_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A8 Spectral Count	1083111_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B7 Spectral Count	1083118_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B8 Spectral Count	1083125_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C7 Spectral Count	1083131_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C8 Spectral Count	1082192_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A1 Unique Spectral Count	1082210_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A2 Unique Spectral Count	1082225_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B1 Unique Spectral Count	1082241_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B2 Unique Spectral Count	1082252_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C1 Unique Spectral Count	1082271_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C2 Unique Spectral Count	1082323_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A3 Unique Spectral Count	1082365_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A4 Unique Spectral Count	1082452_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B3 Unique Spectral Count	1082468_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B4 Unique Spectral Count	1082485_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C3 Unique Spectral Count	1082540_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C4 Unique Spectral Count	1082893_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A5 Unique Spectral Count	1082941_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A6 Unique Spectral Count	1082967_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B5 Unique Spectral Count	1083019_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B6 Unique Spectral Count	1083071_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C5 Unique Spectral Count	1083081_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C6 Unique Spectral Count	1083098_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A7 Unique Spectral Count	1083104_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A8 Unique Spectral Count	1083111_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B7 Unique Spectral Count	1083118_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B8 Unique Spectral Count	1083125_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C7 Unique Spectral Count	1083131_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C8 Unique Spectral Count	1082192_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A1 Total Spectral Count	1082210_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A2 Total Spectral Count	1082225_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B1 Total Spectral Count	1082241_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B2 Total Spectral Count	1082252_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C1 Total Spectral Count	1082271_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C2 Total Spectral Count	1082323_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A3 Total Spectral Count	1082365_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A4 Total Spectral Count	1082452_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B3 Total Spectral Count	1082468_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B4 Total Spectral Count	1082485_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C3 Total Spectral Count	1082540_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C4 Total Spectral Count	1082893_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A5 Total Spectral Count	1082941_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A6 Total Spectral Count	1082967_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B5 Total Spectral Count	1083019_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B6 Total Spectral Count	1083071_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C5 Total Spectral Count	1083081_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C6 Total Spectral Count	1083098_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A7 Total Spectral Count	1083104_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A8 Total Spectral Count	1083111_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B7 Total Spectral Count	1083118_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B8 Total Spectral Count	1083125_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C7 Total Spectral Count	1083131_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C8 Total Spectral Count	1082192_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A1 Intensity	1082210_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_A2 Intensity	1082225_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B1 Intensity	1082241_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_B2 Intensity	1082252_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C1 Intensity	1082271_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set1_C2 Intensity	1082323_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A3 Intensity	1082365_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_A4 Intensity	1082452_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B3 Intensity	1082468_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_B4 Intensity	1082485_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C3 Intensity	1082540_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set2_C4 Intensity	1082893_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A5 Intensity	1082941_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_A6 Intensity	1082967_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B5 Intensity	1083019_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_B6 Intensity	1083071_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C5 Intensity	1083081_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set3_C6 Intensity	1083098_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A7 Intensity	1083104_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_A8 Intensity	1083111_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B7 Intensity	1083118_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_B8 Intensity	1083125_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C7 Intensity	1083131_nanoSPLITS_N2Schip_228JB4_TMT_10xplex_Set4_C8 Intensity	Indistinguishable Proteins
sp|P42225|STAT1_MOUSE	P42225	STAT1_MOUSE	Stat1	NA	749	Mus musculus	1:Experimental evidence at protein level	Signal transducer and activator of transcription 1	1	0.999	22	321	319	321	13	17	16	17	15	18	7	14	15	12	21	13	18	12	20	11	16	10	12	12	6	11	4	11	13	17	16	17	15	18	7	14	15	12	20	13	17	12	20	11	16	10	12	12	6	11	4	11	13	17	16	17	15	18	7	14	15	12	21	13	18	12	20	11	16	10	12	12	6	11	4	11	6.2877784E7	7.735147E7	7.138839E7	7.654605E7	6.652943E7	8.47416E7	5.3340228E7	5.8821944E7	8.858601E7	5.2556164E7	1.2096802E8	4.1318508E7	1.3483096E8	6.6043988E7	1.5862888E8	6.3854164E7	7.198139E7	4.419881E7	7.0714216E7	5.6854012E7	2.1600482E7	5.3061544E7	7866439.5	2.9741952E7	
sp|P42227|STAT3_MOUSE	P42227	STAT3_MOUSE	Stat3	NA	770	Mus musculus	1:Experimental evidence at protein level	Signal transducer and activator of transcription 3	1	0.999	6	34	34	34	2	2	2	3	0	2	2	2	6	1	1	1	3	1	1	1	1	1	1	0	0	1	0	0	2	2	2	3	0	2	2	2	6	1	1	1	3	1	1	1	1	1	1	0	0	1	0	0	2	2	2	3	0	2	2	2	6	1	1	1	3	1	1	1	1	1	1	0	0	1	0	0	2538293.5	2342682.8	3212644.5	4647816.5	0	1856370.6	3556431.5	2705840.2	6977098	2524750	2213376.5	978115.75	6030071	2109262.5	3411133	2522028.8	1956722	1487465.5	3179714.8	0	0	425407.34	0	0	
sp|P42567|EPS15_MOUSE	P42567	EPS15_MOUSE	Eps15	NA	897	Mus musculus	1:Experimental evidence at protein level	Epidermal growth factor receptor substrate 15	0.9994	0.999	2	5	5	5	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654626.25	0	2324794.5	3097201.5	3259219.8	0	0	3232246	0	0	0	0	0	0	0	0	0	0	
sp|P42669|PURA_MOUSE	P42669	PURA_MOUSE	Pura	NA	321	Mus musculus	1:Experimental evidence at protein level	Transcriptional activator protein Pur-alpha	0.9582	0.999	1	6	6	6	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	809850.8	479730.47	0	420657	0	0	0	1016530.4	0	0	0	0	0	1073117.5	0	0	0	352619.66	0	0	0	0	
sp|P42932|TCPQ_MOUSE	P42932	TCPQ_MOUSE	Cct8	NA	548	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit theta	1	0.999	26	330	330	330	14	15	15	15	12	10	3	17	18	15	15	11	15	15	16	13	11	13	17	14	15	14	12	15	14	15	15	15	12	10	3	17	18	15	15	11	15	15	16	13	11	13	17	14	15	14	12	15	14	15	15	15	12	10	3	17	18	15	15	11	15	15	16	13	11	13	17	14	15	14	12	15	5.2605508E7	4.7305756E7	5.4938584E7	5.4551924E7	3.592713E7	3.3739948E7	1.995603E7	5.346033E7	6.1104896E7	6.870771E7	5.910207E7	2.8670446E7	6.6555188E7	6.615784E7	8.864406E7	5.1144224E7	3.1844798E7	4.017376E7	8.661353E7	6.9393784E7	7.873945E7	6.816379E7	4.2635376E7	4.7456636E7	
sp|P43024|CX6A1_MOUSE	P43024	CX6A1_MOUSE	Cox6a1	NA	111	Mus musculus	1:Experimental evidence at protein level	"Cytochrome c oxidase subunit 6A1, mitochondrial"	1	0.999	3	14	14	14	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	2483774.8	0	0	6528894.5	0	1596648.1	3.083885E7	3483523.5	0	0	0	0	0	0	6650887.5	2436487.2	3783444.5	2373036	9295337	1.0295192E7	0	6605102	4740907.5	6655643.5	
sp|P43274|H14_MOUSE	P43274	H14_MOUSE	H1-4	NA	219	Mus musculus	1:Experimental evidence at protein level	Histone H1.4	1	0.999	13	203	116	392	9	9	8	9	9	9	7	9	8	8	9	7	9	9	11	8	9	8	8	7	8	9	8	8	5	5	4	5	5	5	5	5	5	4	5	4	5	5	6	5	5	4	5	4	5	5	5	5	17	16	17	15	20	18	13	16	14	18	16	14	19	19	20	16	17	17	16	13	15	15	16	15	1.6728995E8	1.4854437E8	1.9613573E8	1.8297483E8	2.0139942E8	1.6842518E8	2.4671778E8	1.7404096E8	2.2347056E8	2.764793E8	3.2612918E8	1.3732112E8	3.4634032E8	2.6113288E8	4.1844576E8	2.775873E8	2.8456746E8	1.524404E8	2.732225E8	2.6325894E8	2.982062E8	3.2982774E8	2.3166282E8	1.7201566E8	
sp|P43276|H15_MOUSE	P43276	H15_MOUSE	H1-5	NA	223	Mus musculus	1:Experimental evidence at protein level	Histone H1.5	1	0.999	12	314	236	353	13	15	11	9	16	16	10	11	11	14	14	12	17	13	16	15	14	14	14	11	13	12	12	11	9	13	8	7	12	11	7	8	9	11	11	9	13	9	12	11	11	10	11	8	11	10	8	7	15	17	13	11	18	18	11	13	12	16	16	13	19	15	18	16	16	16	15	12	14	14	13	12	1.9058798E8	1.5796174E8	2.2722525E8	1.3132277E8	2.7122582E8	2.162158E8	3.5814595E8	1.5592902E8	1.552582E8	3.8886288E8	3.69678E8	1.3219979E8	4.913307E8	3.9369315E8	5.1940346E8	3.977502E8	3.4304022E8	3.0650083E8	2.754213E8	2.1730683E8	3.0906317E8	2.7003584E8	2.6942774E8	2.3390928E8	
sp|P43277|H13_MOUSE	P43277	H13_MOUSE	H1-3	NA	221	Mus musculus	1:Experimental evidence at protein level	Histone H1.3	1	0.999	16	103	71	441	4	4	6	3	6	5	2	4	5	6	4	4	6	5	4	3	5	5	4	2	4	4	4	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	3	3	2	3	3	3	3	20	18	20	17	21	20	14	18	15	20	17	17	22	20	20	17	20	19	19	16	17	17	19	18	3.8678388E7	3.1394976E7	6.413772E7	2.9157318E7	6.4498656E7	3.617196E7	4.8474064E7	3.4013428E7	4.4053696E7	6.03747E7	4.6405416E7	2.8460564E7	1.15890824E8	5.878449E7	6.2402324E7	4.3801776E7	4.9180428E7	6.651156E7	5.0798536E7	3.2799856E7	6.3268084E7	5.4735652E7	4.27886E7	2.8786908E7	
sp|P43406|ITAV_MOUSE	P43406	ITAV_MOUSE	Itgav	NA	1044	Mus musculus	1:Experimental evidence at protein level	Integrin alpha-V	1	0.999	3	7	7	7	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	766052.7	742261.1	0	0	785086.5	0	0	0	0	738449.1	647207.75	0	450211.75	0	0	0	0	0	324118.38	0	0	
sp|P45376|ALDR_MOUSE	P45376	ALDR_MOUSE	Akr1b1	NA	316	Mus musculus	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member B1	1	0.999	8	83	83	83	3	3	4	2	2	3	0	4	2	3	4	4	5	3	2	3	4	4	6	5	5	4	3	5	3	3	4	2	2	3	0	4	2	3	4	4	5	3	2	3	4	4	6	5	5	4	3	5	3	3	4	2	2	3	0	4	2	3	4	4	5	3	2	3	4	4	6	5	5	4	3	5	8609023	5896902.5	1.0634933E7	5799530	5046039	6429112	0	8742472	7855668	7036718.5	1.0383875E7	5568692.5	1.6427224E7	9754420	8800274	9882531	8387266.5	6932519	2.4282492E7	1.5477208E7	1.4246594E7	1.0648116E7	6125774	1.1467499E7	
sp|P45377|ALD2_MOUSE	P45377	ALD2_MOUSE	Akr1b8	NA	316	Mus musculus	1:Experimental evidence at protein level	Aldose reductase-related protein 2	1	0.999	5	38	2	38	1	1	4	0	1	1	0	0	1	2	1	1	2	2	2	2	1	2	2	2	2	2	3	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	1	0	0	1	2	1	1	2	2	2	2	1	2	2	2	2	2	3	3	1131246.8	896522.5	6876716	0	903269.25	794585.4	0	0	1194169.5	3645306.5	1232099.1	668258.44	3650548.5	3378636	4340334.5	2957300.5	933132.94	1732238.8	4782462	3488323.5	3063304.8	3227925	2285324	5063252	
sp|P45591|COF2_MOUSE	P45591	COF2_MOUSE	Cfl2	NA	166	Mus musculus	1:Experimental evidence at protein level	Cofilin-2	1	0.999	8	58	58	134	0	2	4	2	4	3	0	3	3	1	4	1	3	3	2	2	2	4	3	2	2	4	2	2	0	2	4	2	4	3	0	3	3	1	4	1	3	3	2	2	2	4	3	2	2	4	2	2	3	4	7	5	7	6	3	6	7	5	7	2	7	7	7	5	5	8	8	6	5	6	4	4	0	2913559.5	6287333.5	3525747.5	4483925	4145252.8	0	4197509	4937289.5	2087124.5	7218356	1294216	5819381.5	5360700	5091102	3975161	3657510.8	3301808.2	6441300	4829518	5448147	7649053	2850801.8	3403039.2	
sp|P45878|FKBP2_MOUSE	P45878	FKBP2_MOUSE	Fkbp2	NA	140	Mus musculus	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP2	1	0.999	4	32	32	32	2	1	2	3	2	1	0	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	0	2	1	2	3	2	1	0	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	0	2	1	2	3	2	1	0	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	0	5912642	3051764.5	5696272	7093069.5	4196708.5	2351086.8	0	3528267.8	6041339	8248591	3509667.2	2407076.8	5723095.5	7459656	6990930	4033591.5	6849144	2638969	4505093	1969943.1	1821280.1	5096358.5	813376.3	0	
sp|P45952|ACADM_MOUSE	P45952	ACADM_MOUSE	Acadm	NA	421	Mus musculus	1:Experimental evidence at protein level	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"	1	0.999	4	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2453003.8	0	0	0	189296.5	0	0	2302388.8	542604.06	0	870314.44	
sp|P46061|RAGP1_MOUSE	P46061	RAGP1_MOUSE	Rangap1	NA	589	Mus musculus	1:Experimental evidence at protein level	Ran GTPase-activating protein 1	1	0.999	6	26	26	26	3	1	2	1	3	1	0	0	3	0	1	1	1	4	0	0	0	1	1	2	0	1	0	0	3	1	2	1	3	1	0	0	3	0	1	1	1	4	0	0	0	1	1	2	0	1	0	0	3	1	2	1	3	1	0	0	3	0	1	1	1	4	0	0	0	1	1	2	0	1	0	0	5996798.5	1514694	4071528.5	1293346.5	3716264.5	2870150	0	0	5086934	0	1381911.9	2119816.5	5681844.5	5158704.5	0	0	0	702402	1391142.9	3844560	0	2162522.5	0	0	
sp|P46460|NSF_MOUSE	P46460	NSF_MOUSE	Nsf	NA	744	Mus musculus	1:Experimental evidence at protein level	Vesicle-fusing ATPase	1	0.999	7	16	16	16	0	1	0	4	1	0	0	1	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	1	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	1	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	728658.8	0	4694382.5	795077.56	0	0	1904046.4	1976405.1	4671323	1958376.6	0	4428549.5	0	1674877.1	0	0	0	0	0	0	0	0	0	
sp|P46467|VPS4B_MOUSE	P46467	VPS4B_MOUSE	Vps4b	NA	444	Mus musculus	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 4B	1	0.999	5	10	8	10	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	785115.25	0	0	0	1383591.4	524690.44	0	0	0	1120555.5	0	0	0	0	2084076.8	0	0	0	0	414473.6	1296041.6	598780.5	0	627133.5	
sp|P46471|PRS7_MOUSE	P46471	PRS7_MOUSE	Psmc2	NA	433	Mus musculus	1:Experimental evidence at protein level	26S proteasome regulatory subunit 7	1	0.999	16	132	132	132	6	5	7	7	6	3	0	4	5	3	7	4	6	6	7	6	7	6	8	6	8	5	3	7	6	5	7	7	6	3	0	4	5	3	7	4	6	6	7	6	7	6	8	6	8	5	3	7	6	5	7	7	6	3	0	4	5	3	7	4	6	6	7	6	7	6	8	6	8	5	3	7	1.0770442E7	1.0510249E7	1.7313662E7	1.453821E7	1.1220103E7	7350925	0	6975843	1.0592196E7	9043598	1.6215161E7	5229560.5	1.9904008E7	1.6583012E7	2.2728784E7	2.0149778E7	1.8535416E7	9332925	2.2963246E7	1.1048938E7	1.690298E7	8731961	6015305	1.2028546E7	
sp|P46638|RB11B_MOUSE	P46638	RB11B_MOUSE	Rab11b	NA	218	Mus musculus	1:Experimental evidence at protein level	Ras-related protein Rab-11B	1	0.999	13	193	24	193	10	9	11	9	9	7	1	9	9	8	10	6	9	10	9	9	7	7	7	7	10	7	5	8	1	1	1	2	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	2	1	0	1	10	9	11	9	9	7	1	9	9	8	10	6	9	10	9	9	7	7	7	7	10	7	5	8	3.4653024E7	2.1782446E7	3.2370024E7	2.2075466E7	2.1797972E7	1.3479135E7	2621628	2.5975646E7	2.6712656E7	3.6968588E7	3.2320622E7	8855083	3.868062E7	3.1492916E7	3.607721E7	3.2140336E7	2.1197876E7	1.2082743E7	3.0652612E7	2.7210212E7	4.020934E7	2.1775574E7	1.6140886E7	1.7674158E7	
sp|P46664|PURA2_MOUSE	P46664	PURA2_MOUSE	Adss2	NA	456	Mus musculus	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 2	1	0.999	8	49	36	49	2	2	4	2	1	1	0	4	4	1	5	2	2	2	2	3	3	2	3	2	2	0	0	0	1	1	3	1	1	1	0	3	3	1	4	2	1	2	1	2	2	1	2	2	2	0	0	0	2	2	4	2	1	1	0	4	4	1	5	2	2	2	2	3	3	2	3	2	2	0	0	0	4469216.5	3632549.5	8543107	4365439	1710897.5	2156096.8	0	8206142	8205804.5	2123694.5	1.1505217E7	3275843.5	4874055	1949491.5	5320888	6268302	3876057.5	2047286.2	6146241	3240833	2637404.8	0	0	0	
sp|P46935|NEDD4_MOUSE	P46935	NEDD4_MOUSE	Nedd4	NA	887	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase NEDD4	1	0.999	18	104	76	104	7	3	6	6	6	3	1	5	5	5	2	2	7	3	9	5	2	2	8	5	3	3	2	4	6	2	5	4	5	2	1	4	5	4	1	1	5	2	6	3	1	1	6	3	3	3	1	2	7	3	6	6	6	3	1	5	5	5	2	2	7	3	9	5	2	2	8	5	3	3	2	4	1.464188E7	6536741	1.3409803E7	8417256	9550327	4752803	5134350	9545050	1.1150739E7	1.0609685E7	5545793.5	3134373.5	1.9983566E7	7502049.5	2.4380492E7	7519788.5	2971660	2473525.2	1.9234998E7	8264086	3756270	3235545.2	1174604.1	4881995	
sp|P46938|YAP1_MOUSE	P46938	YAP1_MOUSE	Yap1	NA	488	Mus musculus	1:Experimental evidence at protein level	Transcriptional coactivator YAP1	0.8591	0.9962	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646545.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P46978|STT3A_MOUSE	P46978	STT3A_MOUSE	Stt3a	NA	705	Mus musculus	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	1	0.999	15	150	142	150	5	6	5	7	5	5	2	6	7	6	5	6	8	6	7	5	7	6	7	8	7	8	9	7	5	6	5	7	5	5	2	6	6	6	5	6	7	6	6	5	7	6	6	7	6	7	8	7	5	6	5	7	5	5	2	6	7	6	5	6	8	6	7	5	7	6	7	8	7	8	9	7	1.891338E7	1.6362894E7	1.1939043E7	1.7986746E7	1.0043854E7	9330453	8917992	1.7086866E7	2.0105906E7	3.2628444E7	1.4077887E7	1.0863884E7	2.590352E7	2.089664E7	2.1542996E7	1.8911346E7	2.4640878E7	1.1666068E7	2.86179E7	2.3203804E7	3.1793204E7	2.9912004E7	2.425378E7	2.2933592E7	
sp|P47226|TES_MOUSE	P47226	TES_MOUSE	Tes	NA	423	Mus musculus	1:Experimental evidence at protein level	Testin	1	0.999	4	23	23	23	2	1	2	1	0	0	0	1	1	1	0	0	2	1	1	1	1	0	3	1	1	1	1	1	2	1	2	1	0	0	0	1	1	1	0	0	2	1	1	1	1	0	3	1	1	1	1	1	2	1	2	1	0	0	0	1	1	1	0	0	2	1	1	1	1	0	3	1	1	1	1	1	2964317.8	491926.44	3120438	654894.25	0	0	0	2248949.2	864457.5	670544.4	0	0	3720868	824504.06	859221.8	714052.3	412536.25	0	6260503.5	1261807.9	1315466.2	1006908.8	628502.5	868224.4	
